Vous ne pouvez plus avoir de contact avec le sol	Rules
Vous n'etes plus autorisé a  montrer vos dents lorsque vous riez	Rules
Le sens du jeu est inversé	Base
Quelqu'un doit etre désigné pour verser votre boisson dans votre bouche chaque fois que vous avez soif	Rules
Vous ne devez parler que par phrases de trois mots	Rules
Vous devez commencer chaque phrase par« Ma maman dit»	Rules
Tout le monde doit te donner un vetement. Tu dois les mettre tous	DareAssis
Vous devez vous faire passer pour quelqu'un d'autre	DareAssis
Si quelqu'un a besoin d'une nouvelle boisson vous devez la lui procurer. Aucune exception	Rules
Tu dois tenir la main du plus jeune joueur	DareAssis
Tu ne dois répondre que lorsque les gens s'adressent a  toi en tant que M. Worldwide. Tu dois également parler de toi a  la troisieme personne. Tu dois également etre un grand connard	Rules
Tu dois seulement te déplacer a  genoux	Rules
Quand tu es pret.te croises les bras derriere de ta tete. Si quelqu'un le remarque il doit s'immobilisé. Le dernier a  remarquer dois boire 2 gorgées	Competition
Tu dois parler avec un accent choisis par un autre joueur	Rules
Tu dois copier ton voisin de gauche pendant 2 tours	Rules
Répetes le dernier mot de chaque phrases. phrases	Rules
Quelqu'un donne un mot tu dois l'épeler	DareAssis
Tu dois complimenter quelq'un sincérement a  chaque fois que tu boisÂ 	Rules
Tu deviens Gilbert Montagné bande toi les yeux et si le coeur y est  pousse la chansonette	DareAssis
Le dernier avec les deux bras lever boisÂ 	Competition
Tu peux toucher ton pied avec ton nez ? Leche le maintenant	DareAssis
Quel est la pire chose que tu peux trouver sur toi ? Montre le a  ton audience attentive	DareAssis
Montre nous ton meme préférés de tout les temps	DareAssis
Devine combien ton voisin a dans son compte en banque	DareAssis
Le 1er joueur a  faire une roue gagne	Competition
Le 1er joueur a  crier gagneÂ 	Competition
Joue a  pierre feuille ciseau avec le joueur en face de toi	DareAssis
Sauttez a  une jambe. Le premier qui utilises sa 2eme jambes perds	Competition
Le 1er joueur qui touche une porte gagne	Competition
Je n'ai jamais envoyer un sexto a  la mauvaise personne	NeverHaveIEver
Je n'ai jamais eu de coup d'un soir	NeverHaveIEver
Donne 3 raisons de ne laisser qu'une feuille de papier-toilette	Juduku
Trouve 3 Raisons de préférer les bad bitch aux intellos 	Juduku
Imagine 3 choses que tu ferais si tu n'avais plus qu'une journée a  vivre	Juduku
Danse 3 danses ridicules a  faire pendant un mariage	Juduku
Cite 3 raisons d'aller aux toilettes au bureau	Juduku
Cite 3 faa§ons d'obtenir plus de likes sur Instagram	Juduku
cite 3 choses humiliantes en public	Juduku
Cite 3 prénoms de mecs infréquentables	Juduku
Cite 3 parties de ton corps que tu pourrais pour 1 millions d'euros	Juduku
Nomme 3 choses sur lesquelles tu aime t'assoir	Juduku
Complete de 3 faa§ons : " je voudrais tellement pouvoir payer mon loyer avec ..."	Juduku
Donne 3 célébrités avec qui tu aimerais couher meme si elles te filent un herpes	Juduku
Nomme 3 trucs ou les chiens sont meilleurs que les humains	Juduku
Cite 3 endroits ou mettre une saucisse	Juduku
Cite les 3 pires signes astrologiques	Juduku
Donne 3 raisons de devenir réalisateur de film porno	Juduku
Cite 3 choses que tu ferais si tu étais courageux	Juduku
Cite 3 attitudes de Biatch	Juduku
Ta réaction devant un test de grossesse positif -Mime	DareAssis
 Les burgers Mc Do - tout les joueurs répondent a  tour de ra´le. Le dernier remporte la manche 	Competition
Boire un verre d'eau et le garde en bouche pendant un tour complet 	DareAssis
 Es-tu déja  parti.e sans payer l'addition ?	MidTruth
Re-pioche une carte et obligation d'y répondre sans vulgarité 	Rules
Quel était ton cartoon préféré quand tu étais enfant ?	MidTruth
Nommes toute les drogues que tu as utilisés	DeepTruth
Quel genre de saoul es tu ? Heureux, triste, amoureux, ennuyeux ou violent ?	DeepTruth
Que penses tu de rester vierge jusqu'au mariage ?	MidTruth
Est ce que tu t'es déja  baigné nu ?	HotTruth
Si tu gagné 1000e aujourd'hui, comment le dépenserais tu ?	MidTruth
Qu'est-ce que tu aimes le plus chez moi ?	MidTruth
Quelle est ma manie la plus bizarre ?	MidTruth
Est-ce que tu trouves que j'ai beaucoup changé depuis qu'on se connait ?	DeepTruth
Est-ce que tu es la  ou tu voulais etre il y a 5 ans de cela ?	DeepTruth
Quand as-tu pleuré pour la derniere fois ?	DeepTruth
Si on ne devait plus jamais se revoir, qu'est-ce que tu voudrais me dire la  tout de suite ?	DeepTruth
Quel créature étinte serait un pure cauchemare pour les humains si il existait encore ?	MidTruth
Quel est une chose que tu es content d'avoir tenté mais que tu ne feras probablement pas ?	MidTruth
Quel est une chose ou une personne que tu ne pardonneras jamais ?Â 	DeepTruth
les 5 meilleurs moments de ta vie ?	DeepTruth
Quel est la chose la plus bizarre que tu es fait au lycée ?	MidTruth
Quel était ton premier mot ?	MidTruth
As tu déja  confondu avec quelqu'un d'autre ? Raconte	MidTruth
Bravo Tu es tout pouvoir pour une semaine. Comment tu changes le monde ?	MidTruth
Quels musiques devraient etre dans toute les playlists qui existent ?	MidTruth
Quel est ton drapeau préférés ?	MidTruth
Quel et ton pays préféré ?	MidTruth
Quel est le pire repas que tu n'as jamais eu ?	MidTruth
Quel est une chose auquel tu es encore énervé a  propos des années apres ?	DeepTruth
Quels sont les odeurs qui te rapellent ton enfance ?	MidTruth
Quels sont les clichés a  la télé qui ont été trop utilisés ?	MidTruth
Quels sont les choses qui t'énerve dans les films ?	MidTruth
Quel est ta phrases préférés / ton slogan ?	MidTruth
Qu'est ce qui devient pire le plus gros il devient ?Â 	MidTruth
Quel est sans aucune hésitation la pire maniere de remercier quelqu'un ?	MidTruth
Dans l'apres vie tu peux espionner les personnes sur terre qui ou quoi est-ce que tu ferasÂ attention a  ?	MidTruth
Qu'est ce qui pourrais etre dit autant a  un enterement qu'a  une partie deÂ jambe en l'air ?	MidTruth
Quel conseil donnerais tu as version plus jeune de toi ?Â 	DeepTruth
A tu déja  eu des expériences paranormal ?	MidTruth
Quel est l'une des choses les plus mémorable que tu es vus sur internet ?	MidTruth
Quel film est magique pour toi ?	MidTruth
Qu'est ce qui sociallement acceptable dan les sims mais pas dans la vie réelle ?	MidTruth
Quel est la personne la plus connu que tu connais ?	MidTruth
Quel sera ton épitaphe ?	MidTruth
Quel est un fait qui te rend vieux ?	MidTruth
Quel serait la pire personne pour etre président ?	MidTruth
Quel est le meilleur 'life hack' que tu connais ?	MidTruth
Si tu pouvais créer un nouveau goa»t de glace quel serait-il (a§a peut etre n'importe quoi) ?	MidTruth
Si tu pouvais vivre dans l'univers que tu veux (livre show/ filmâ€¦) lequel choisirais tu ?	MidTruth
Quel produit de fast food devrait etre ramené ?	MidTruth
Quel est un fait interessant sur toi ?	MidTruth
Dans quel phase bizarre de ta vie et tu en ce moment ?Â 	DeepTruth
Quel lyrics de chanson sont super catchy mais de tres mauvais conseil ?	MidTruth
Tu recevras 1 millions e si tu arrives a  rester réveillé pendant 4 nuits comment fais tu ?	MidTruth
Mehfer est l'enfer mais il y fait 30Â°c et tes chaussettes sont toujours un peu mouillé. Qu'est ce qu'on y trouves aussi ? 	MidTruth
Quel était ton dessin animé préféré quand tu étais petit/te ?	MidTruth
 Quel est le groupe de musique que tu aimerais plus connu ?	MidTruth
 Quel est l'opinion que tu assumeras jusqu'a  ta mort ?Â  	DeepTruth
 Quel est le film mériterais une suite ?Â  	MidTruth
 A quoi penses tu que les aliens ressemblent ?Â  	MidTruth
 Quel est une opinion controversé que tu as ?	DeepTruth
 Quels sont tes reves les fous ?	MidTruth
 Est - ce que tu aime la personne que tu es en train de devenir ?	DeepTruth
 Si tu pouvais te laisser un avis  qu'est ce qu'il dirait ?	MidTruth
 Quel est la derniere fois que tu t'es vraiment ammusé ?	MidTruth
 Raconte la premiere fois que tu as picolé	MidTruth
 Est ce que tu sacrifirais ta vie pour quelqu'un ?	DeepTruth
 Quel est une chose que tu aimerais ne plus entendre parler ?	MidTruth
 Quel est une chose que tu apprécie a  propos de toi ?	DeepTruth
 Est ce que tu penses quand ton ex a une bonne opinion de toi ?	DeepTruth
 Dans ton opinion  a  quoi pourrait ressembler l'apocalypse ?Â 	MidTruth
 Quel est un sujet que tu aimerais que plus de personne parle de ?	MidTruth
 Qu'est ce que tu voudrais changer a  propos de toi?	DeepTruth
 Quel est ton mensonge préféré pour éviter des plans ?	MidTruth
 Quel stéréotype incarne tu ?	DeepTruth
 SI tu avais l'option de devenir immortel  le ferais tu ?	MidTruth
 Qu'est ce qui te dégoutes et pourquoi ?Â 	MidTruth
 Qui est ton crush le plus questionnable ?	HotTruth
 Est-ce que tu trouverais a§a ok de voler dans un grands supermarché ?Â 	MidTruth
Quel est une chose que tu es content d'avoir tenté mais que tu ne feras probablement pas ?Â  Â 	MidTruth
Est ce que tu parles dans tes reves? Si oui : quel est la chose la plus bizarre qui tu es dites ? 	MidTruth
Si tu pouvais changer un aspect physique de toi meme que changerais tu ? 	DeepTruth
Que donnerais tu pour pouvoir changer ton plus gros complexe ? 	DeepTruth
Quel est le plus belle endroit que tu es visité ? 	MidTruth
Accepterais-tu une mission pour coloniser une nouvelle planete si cela signifiait que tu ne reverrais jamais la Terre ? 	MidTruth
Peut-on se passer de plastique ?Â  	Debat
Peut-on se passer de dipla´mes ? 	Debat
qu'est ce qu'un enseignant 'exemplaire' ? 	Debat
L'enseignement supérieur est-il une fabrique des inégalités ?Â  	Debat
Est ce que détruire la mémoire est une arme de guerre ?Â  	Debat
Faudrait - il un shérif pour civiliser internet ?Â  	Debat
La fin justifie-t-elle les moyens ?Â  	Debat
Peut-on produire sans détruire ?Â  	Debat
Jusqu'ou doit t'on tolérer la liberté d'expresion ?Â  	Debat
La démocratie est-elle armée pour affronter le péril écologique ?Â  	Debat
Peut-il y avoir des hommes féministes ?Â  	Debat
La non-violence est -elle une amre efficace ?Â  	Debat
Qui doit sauver les migrants en Méditerranée ?Â  	Debat
La désobéissance civile est elle une vertu démocratique ?Â  	Debat
Le militantisme a  l'université pose-t-il probleme ?Â  	Debat
Doit-on  peut-on réparer l'esclavage ?Â  	Debat
Editer ou ne pas éditer les livres polémiques ? (Main Kampf  le petit livre rouge...)Â  	Debat
A quelles conditions une nation peut elle purger son passé ?Â  	Debat
Comment la guerre du futur sera ?Â  	Debat
l'école peut elle sauver la démocratie ?Â  	Debat
Est que les musées devraient retournés les oeuvres qui ont étaient volés ?Â  	Debat
L'ouverture des archives menace-t-elle la sa»reté de l'Etat ?Â  	Debat
La tech est - elle doucement despotique ?Â  	Debat
Faut il écouter un enfant  comme Greta Thunberg ?Â  	Debat
Faut il s'inquiéter de l'unifomisation ?Â  	Debat
A ton besoin d'héros ?Â  	Debat
Qu'est ce qu'une bonne fin ?Â  	Debat
Qu'est ce qu'un ami ?Â  	Debat
Qu'est ce qui fait partie des traditions de ta famille ?Â  	Debat
Pourquoi sommes nous fascinés par les stars ?Â  	Debat
Qu'est ce qui est essentiel ?Â  	Debat
Pourquoi on aime détester ?Â  	Debat
Est ce que l'enfer est les autres ?Â  	Debat
Faut il sortir de sa zone de confort ?Â  	Debat
Les écrivains sont-ils responsables de ce qu'ils écrivent ?Â  	Debat
Est ce que le nucléaire est une bonne option pour produire de l'énergie verte ?Â  	Debat
Est ce que l'on devrait mettre plus d'impa´t sur les riches ?Â  	Debat
Est ce que l'on peut faire des caricatures sur n'importe qui ?Â  	Debat
A quel moment faut-il s'inquiéter pour sa liberté ?Â  	Debat
Est ce que les rechercheurs/universitaires devrait pouvoir étudier ce qu'ils veulent ?Â  	Debat
Vu ce qui se passe en ce moment  quels sera le futur qui nous attends d'apres toi ?Â  	Debat
Que penses tu du port du hijab ?Â  	Debat
Est ce qu'une femme voilée peut etre féministe ?Â  	Debat
La laa¯cité tolere t elle la nuance ? 	Debat
Pour ou contre le pass sanitaire ?Â  	Debat
Penses tu qu'il est moral de placer les personnes a¢gées dans une maison de retraite ?Â  	Debat
Aimerais tu travailler avec des enfants ?Â  	MidTruth
Quel est ton livre préféré ? 	MidTruth
Pour ou contre l'interdiction de fumer dans les lieux publics ?Â  	Debat
Quelles est ton type de vacances préférez : les vacances actives ou celles ou l'on ne fait rien ?Â  	MidTruth
Aimerais tu adopter un animal exotique (serpents  gecko... ) ?Â  	MidTruth
Penses tu que trier ses déchets a  un impact conséquent sur l'écologie ?Â  	Debat
Etes vous pour ou contre le fait d'avoir des animaux domestiques ?Â  	Debat
Penses tu qu'internet présente plus de risques que d'avantages ? 	Debat
Penses tu que les médecines naturelles ont une réelle efficacité ?Â  	Debat
Préfererais tu mesurer 4metres ou 50 centimetre ? 	MidTruth
Peut on privatiser la nature ?Â  	Debat
Les personnes moins séduisantes développent-elles en général une meilleure personnalité que les personnes séduisantes ?Â  	Debat
pensez vous qu'il faut criminaliser la prostitution ?Â  	Debat
Si tu te retrouvais sur une a®le déserte avec 2 objets lesquelles prendrais tu ?Â 	MidTruth
As tu une addresse électronique que tu n'utilises que de faa§on anonyme ?Â 	MidTruth
Que choisirais tu : l'immortalité ou la richesse infinie ?Â 	MidTruth
Es tu toujours en contact avec ton premier amour ?Â 	DeepTruth
Tu penses que le meilleure moment de ta vie est dans le passé le présent ou dans le futur ?	DeepTruth
Quelle est selon toi la plus grosse différence entre les hommes et les femmes	Debat
Si tu pouvais réinventer le systeme économique que ferais tu ?Â 	Debat
Si tu pouvais réinventer le systeme scolaire que ferais tu ?Â 	Debat
Faut il interdire les cigarettes et en rendre le commerce illégal pour sauver des vieset les générations futures ?Â 	Debat
Doit on permettre a  une personne de léguer tout son argent a  un animal domestique ?Â 	Debat
Avec quelle personne ne feriez vous jamais l'amour meme si vous étiez les deux derniers sur terre ?	HotTruth
Quand tu réfléchirias sur ta vie d'ici quelques d'années quel sera d'apres toi ton plus grand regret ?Â 	DeepTruth
Est ce que tu as volé dans un magasin ?Â 	MidTruth
Quel est la chose la plus horrible que tu es vu.e ?	DeepTruth
Quel estle film (non porno) qui quand quelqu'un te dis qu'il/elle aime remets enquestion tous ce que tu pensais de lui/ elle ?	MidTruth
Quel est le signe qu'un film va etre bien ?Â 	MidTruth
Quand tu es allongé.e dans ton lit est ce que tu te souviens par hasard d'une minuscule erreur social ou de mot mal choisis que tu as fais/dis il y a de années ?Â  Raconte - leÂ 	MidTruth
Tu descends en enfer mais pas parce que tu es punis. Tu es la punition. Que fais tu pour punir le plus de personne possible ?Â 	MidTruth
Quel est l'une des pires choses que tu peux faire avec peu de conséquences ?Â 	MidTruth
Quel est le liquide le moins désaltérant ?Â 	MidTruth
Quel est une chose que tu détestais mais que tu aimes maintenant ?Â 	MidTruth
Quel est une chose que tu as vraiment envie de faire mais que tu ne feras jamais ?Â 	MidTruth
Si tu devais choisir la playlist de tes funérals quel sera la chanson que tu choisirras pour ta derniere fois ?Â 	MidTruth
Quel étais la chose bete dont tu avais peur quand tu étais un enfant ?Â 	MidTruth
Quelleest la référence obscure qui est reconnaissable instentannément par les avertis ?Â 	MidTruth
Qu'est ce que t'on historique révele sur toi ?Â 	MidTruth
As-tu déja  été ivre ou défoncé et eu cette idée vraiment incroyable mais ensuite devenu sobre etÂ réalisé que ce n'était pas aussi incroyable queÂ  a§a? Si oui quelle était l'idée ?Â 	MidTruth
Te sens tu normaux?Â 	DeepTruth
Je n'ai jamais éudier a  l'étranger et a§a a 'totalement changé ma vie'.Â 	NeverHaveIEver
Je n'ai jamais été sur une montagne russe avec un looping.Â 	NeverHaveIEver
Je n'ai jamais jeter quelque chose par la fenetre d'une voiture.Â 	NeverHaveIEver
Je n'ai jamais créer un faux compte sur un réseau social.	NeverHaveIEver
Je n'ai jamais eu appelé la police sur quelqu'un.Â 	NeverHaveIEver
Je n'ai jamais utilisé une salle de bain sans lumiere.Â 	NeverHaveIEver
Je n'ai jamais fuméÂ 	NeverHaveIEver
Je n'ai jamais été coincé dans un ascenseur.Â 	NeverHaveIEver
Je n'ai jamais eu de carrieÂ 	NeverHaveIEver
Je n'ai jamais été sur une croisiereÂ 	NeverHaveIEver
Je n'ai jamais été dans un avionÂ 	NeverHaveIEver
Préféreriez-vous tuer quelqu'un et l'oublier completement ou etre innocent mais etre persuadé du contraire ?Â 	WouldYouRather
Préférez-vous etre naa¯f ou complotiste ?	WouldYouRather
Dans une relation tu préferes avoir la meme morale ou motivation avec ton.a partenaire ?	WouldYouRather
Apres ta mort préférerais tu re-vivre ta vie ou vivre celle de quelqu'un d'autre ?Â 	WouldYouRather
Tu préferes ga¢cher du temps ou de l'argent ?Â 	WouldYouRather
Tupréferes etre capable d'entendre les penser des autres (sans pouvoir les filtrer ou les faire taire) ou que les autres puissent entendre tes paroles?Â 	WouldYouRather
Tu préferes savoir quand quelqu'un ment ou pouvoir mentir sans te faire prendre ?	WouldYouRather
Tu préferes etre un chef de culte ou etre un membre ?Â 	WouldYouRather
Tu préferes prédire l'avenirÂ  jour a  l'avance avec 100% de précision ou un an a  l'avance avec 50% de précision ?Â 	WouldYouRather
Tu préferes parler couramment toute les langues humaines ou celle animal ?Â 	WouldYouRather
Je n'ai jamais questionné ma séxualité.Â 	NeverHaveIEver
Je n'ai jamais fait une bad trip.	NeverHaveIEver
Je n'ai jamais eu un gros crush sur un personnage fictionnel.Â 	NeverHaveIEver
Je n'ai jamais fait une décision importante d'apres mon horoscope.	NeverHaveIEver
Je ne suis jamais tombé amoureux.se avec un regard.Â 	NeverHaveIEver
Je n'ai jamais de coup de foudreÂ 	NeverHaveIEver
Je n'ai jamais donné un mauvais conseils a  quelqu'un expres.Â 	NeverHaveIEver
Je n'ai jamais retourné un objet apres l'avoir porté.Â 	NeverHaveIEver
Tu préferes vivre maintenant a  l'heure des réseaux sociaux ou maintenant?	WouldYouRather
Tu préferes savoir quand ou comment tu vas mourir ?	WouldYouRather
Si tu étais envoyer en prison pour quel crime serais tu punis pour ?Â 	MidTruth
Quel est la premiere impression que tu as eu sur la personne a  ta droite ?Â 	MidTruth
Quel est la chose la plus stupide que tu n'es jamais fait ?Â Â 	MidTruth
Quel est le joueur qui rentreras dans l'histoire ?Â 	MidTruth
Quel dicton populaire tu ne comprends pas ?Â 	MidTruth
Quel est la passion que tu ne comprendras jamais ?Â 	MidTruth
Si l'immeuble était en feu dans quel ordre sauveras tu les personnes dans cette piece ?Â 	MidTruth
Quel est un moment dans ta vie que tu n'oublieras pas ?Â 	DeepTruth
De quoi es tu reconnaissant.e ?Â 	DeepTruth
Quel est une chose rigolote qui t'es arrivé.e ?Â 	MidTruth
Quel est quelque choses qui t'impressionnes ?Â 	MidTruth
Quel est ton sujet de conversation préférés ?Â 	MidTruth
Quel est le plus beau son de ce monde ?Â 	MidTruth
Quels sont tes talents ou compétence que tu as toujours voulu ? Et pourquoi ?Â 	MidTruth
Quelle a été votre plus grande réussite jusqu'a  présent ?Â 	DeepTruth
Quels sont vos espoirs pour ce que l'avenir vous réserve ?	DeepTruth
Quel est une chose que tu fais différement que tout les autres ?	MidTruth
Quel est une chose pour laquel tu aimerais que l'on te souvient comme ?Â 	DeepTruth
Quel est une chose que tu es en train d'apprendre sur la vie ?Â 	DeepTruth
Quel le trait de personnalité que tu trouves insuportable chez les autres ?Â 	MidTruth
Qu'est ce qui te retiens de faire ce que tu a  envie de faire ?Â 	DeepTruth
Quel étais l'événement phare de ta semaine jusqu'a  maintenant ?Â 	MidTruth
Quel est la chose la plus bizarre que tu n'es jamais mangé ?	MidTruth
Quel est la chose la plus aventureuse que tu n'ai jamais fait ?Â 	MidTruth
Quel est une chose que tu veux accomplir dans ta vie ?Â 	DeepTruth
Que penses tu de ton genre (Homme ou femme) ?Â 	DeepTruth
Si il te restait 24 heures a  vivre que ferais tu ?Â 	DeepTruth
Comment vas tu vraiment ?Â 	DeepTruth
Quel a était la derniere fois que tu es mentis ? Pourquoi ?Â 	MidTruth
Quel est la premiere chose auquel tu penses quand tu te réveille ?Â 	MidTruth
Quel est une idée que tu crois profondément en ?	DeepTruth
Quel est ton but que tu aimerais accomplir cette année ?	DeepTruth
Qu'est ce qui est difficile pour toi maintenant mais qui étais facile quand tu étais enfant ?Â 	MidTruth
Est ce que tu te mens a  toi meme sur quelque chose ?Â 	DeepTruth
Pour ton anniversaire qui veux tu choisir comme ton magicien ?Â 	MostLikely
Qui est le plus en mesure de se retrouver dans 'secret story' ?Â 	WouldYouRather
Qui vois tu marier dans 5 ans ?Â 	WouldYouRather
Qui est le.a plus dramatique du groupe ?Â 	WouldYouRather
Qui est la personne la plus a  meme de porter les memes sous vetements plusieurs jours d'affilés?	WouldYouRather
Qui est le meilleur aux interviews ?Â 	WouldYouRather
Qui pense tu a  pleurer devant 'Bambi' ?Â 	WouldYouRather
Qui penses-tu fait secretement dans la CIA ?Â 	WouldYouRather
Qui fait le plus attention a  sa présence de média sociaux ?Â 	WouldYouRather
Qui probablement étais choisi.e dernier en classe de sport ?Â 	WouldYouRather
Qui dans cette salle est le plus a meme d'aller parler au manager ?Â 	WouldYouRather
Qui dans cette salle a brisée le plus de loi selon toi ?Â Â 	WouldYouRather
Quel est la chambre la plus dérangée dans le groupe en ce moment ?Â 	MidTruth
Quelle est ta pire habitude ?Â 	DeepTruth
Quel est une raison superficiel de mettre un vent apres une premiere date ?Â Â 	MidTruth
Qui est la personne autour de toi qui parlera pendant tout le film ?Â Â 	MostLikely
Qui est la personne dans le groupe le plus a meme de se marié a  Vegas sur un coup de tete ?Â 	MostLikely
Qui autour de toi est le plus a  meme de ne rien commander tout en volant tes frites ?Â 	MostLikely
Qui autour de toi devient sentimental quand il a pris de la bouteille?Â 	MostLikely
Qui penses tu mets de l'alcool dans son coffée du matin sans le dire a  personne ?Â 	MostLikely
Qui penses tu vas faire un blackout dans le before ?	MostLikely
Qui penses tu as gueule plus de coup d'un soir ?Â 	MostLikely
Quel est ton snack préféré au cinéma ?Â 	MidTruth
Quelle quantité d'alcool faut il boire chaque jour pour etre considéré comme un alcoolique ?Â 	MidTruth
Est ce que le bonheur est accessible a  tous ?Â 	Debat
Est ce que notre maniere d'aimer est déterminé par la maniere dont on a été aimé ?Â 	Debat
Est ce que tes avis politiquement correct sont motivés par empathie ou jugement ?Â 	Debat
CommentÂ décrirais tu le bonheur ?Â 	Debat
Quel est le sens de la vie ?Â 	Debat
Quand est ce que tromper est ok ?Â 	Debat
Est ce que la nature humaine de l'homme est de créer ou de détruire ?Â 	Debat
Quand est-ce qu'avoir un type en dating devient 'étique' ? 	Debat
Est ce que les humains sont plus important que les plantes ?Â 	Debat
Tu dois avouer une chose qu'au moins la moitié des joueurs ne savent pasÂ 	DareAssis
Tu viens de mourir et te retrouve devant dieux. Tu peux lui poser une question qui seras réponduÂ avec 100% de vérité quel est ta question ?Â 	MidTruth
Qu'est ce qui t'as fait le plus rire ?	MidTruth
Si tu pouvais comment renommerais tu la Terre ?Â 	MidTruth
Quel est la chose la plus petite que tu es fait pour te venger ?Â 	MidTruth
Quel objet donnerais-tu as une civilisation primitive qui accélérerais sont développement?Â 	MidTruth
Si tu devais faire passer une loi laquelle serait elle ?Â 	MidTruth
Quel chose extremement immature que tu n'arretras pas de faire ?Â 	MidTruth
Qu'est ce que les petits vieux se plaindrons en 2070 ?	MidTruth
Qu'est ce qui constitue un jour parfais pour toi ?Â 	MidTruth
Quel seras ton dernier mot ?Â 	MidTruth
Quel est la chose qui est le plus pres de la magie dans la vie réelle ?Â 	MidTruth
Tu es maintenant un professeur dans l'université des super villains. Quel cours enseigne tu ?Â 	MidTruth
Quel est une chose qui te rends mélancolique le plus tu vieillis ?Â 	DeepTruth
Quel est le meilleure cadeau que tu aies rea§u ?Â 	MidTruth
Quel est le pire cadeau que tu es rea§u ?Â 	MidTruth
Quel est le meilleur compliment que tu es rea§u ?Â 	MidTruth
Quel compliment n'aimes tu pas recevoir ?Â 	MidTruth
Qu'est ce qui ne te manques pas des années 2010?	MidTruth
Quel est ton mot préféré ?	MidTruth
Quel est le film le plus dérangeant que tu as vu ?	MidTruth
Quel est le pire film que tu es vu ?Â 	MidTruth
Quel musique sera toujours dans ton coeur quelque soit ton a¢ge ?Â 	MidTruth
Tu as rea§u 100 000e pour mettre le plus le bordel que fais tu ?Â 	MidTruth
Qu'est ce qui te donne une sensation confortable ?Â 	MidTruth
Quel jeux vidéos tu es inpatient qu'ils sortent ?Â 	MidTruth
Tu es coincé dans le dernier reves que tu as eu. A quel point tu es dans la merde ?Â 	MidTruth
Dans 1000 ans quelqu'un fait une partie de RPG sur le 21eme siecle. Quel est ta classe ?Â 	MidTruth
